FISHERY,YEAR,SPECIES,HARVEST
Total Drift Gillnet,1989,TOTAL,4450699
Tree Point,1989,CHINOOK,1808
Tree Point,1989,JACKS,0
Tree Point,1989,SOCKEYE,144936
Tree Point,1989,COHO,32485
Tree Point,1989,PINK,1347857
Tree Point,1989,CHUM,299798
Tree Point,1989,TOTAL,1826884
Prince of Wales,1989,CHINOOK,1544
Prince of Wales,1989,JACKS,0
Prince of Wales,1989,SOCKEYE,192734
Prince of Wales,1989,COHO,92385
Prince of Wales,1989,PINK,1101194
Prince of Wales,1989,CHUM,67351
Prince of Wales,1989,TOTAL,1455208
Stikine,1989,CHINOOK,310
Stikine,1989,JACKS,0
Stikine,1989,SOCKEYE,10083
Stikine,1989,COHO,4261
Stikine,1989,PINK,27640
Stikine,1989,CHUM,3375
Stikine,1989,TOTAL,45669
Taku-Snettisham,1989,CHINOOK,1811
Taku-Snettisham,1989,JACKS,0
Taku-Snettisham,1989,SOCKEYE,74019
Taku-Snettisham,1989,COHO,51812
Taku-Snettisham,1989,PINK,180639
Taku-Snettisham,1989,CHUM,36979
Taku-Snettisham,1989,TOTAL,345260
Lynn Canal,1989,CHINOOK,1955
Lynn Canal,1989,JACKS,0
Lynn Canal,1989,SOCKEYE,471914
Lynn Canal,1989,COHO,50307
Lynn Canal,1989,PINK,110454
Lynn Canal,1989,CHUM,123631
Lynn Canal,1989,TOTAL,758261
Drift Gillnet Hatchery Terminal,1989,CHINOOK,2151
Drift Gillnet Hatchery Terminal,1989,JACKS,0
Drift Gillnet Hatchery Terminal,1989,SOCKEYE,290
Drift Gillnet Hatchery Terminal,1989,COHO,3173
Drift Gillnet Hatchery Terminal,1989,PINK,2091
Drift Gillnet Hatchery Terminal,1989,CHUM,11712
Drift Gillnet Hatchery Terminal,1989,TOTAL,19417
Set Gillnet,1989,CHINOOK,798
Set Gillnet,1989,JACKS,0
Set Gillnet,1989,SOCKEYE,329454
Set Gillnet,1989,COHO,176773
Set Gillnet,1989,PINK,57195
Set Gillnet,1989,CHUM,16259
Set Gillnet,1989,TOTAL,580479
Total Troll,1989,CHINOOK,NA
Total Troll,1989,JACKS,NA
Total Troll,1989,SOCKEYE,NA
Total Troll,1989,COHO,NA
Total Troll,1989,PINK,NA
Total Troll,1989,CHUM,NA
Total Troll,1989,TOTAL,NA
Hand Troll Total,1989,CHINOOK,NA
Hand Troll Total,1989,JACKS,NA
Hand Troll Total,1989,SOCKEYE,NA
Hand Troll Total,1989,COHO,NA
Hand Troll Total,1989,PINK,NA
Hand Troll Total,1989,CHUM,NA
Hand Troll Total,1989,TOTAL,NA
Hand Troll Traditional,1989,CHINOOK,NA
Hand Troll Traditional,1989,JACKS,NA
Hand Troll Traditional,1989,SOCKEYE,NA
Hand Troll Traditional,1989,COHO,NA
Hand Troll Traditional,1989,PINK,NA
Hand Troll Traditional,1989,CHUM,NA
Hand Troll Traditional,1989,TOTAL,NA
Hand Troll Hatchery Terminal,1989,CHINOOK,NA
Hand Troll Hatchery Terminal,1989,JACKS,NA
Hand Troll Hatchery Terminal,1989,SOCKEYE,NA
Hand Troll Hatchery Terminal,1989,COHO,NA
Hand Troll Hatchery Terminal,1989,PINK,NA
Hand Troll Hatchery Terminal,1989,CHUM,NA
Hand Troll Hatchery Terminal,1989,TOTAL,NA
Hand Troll Spring Fishery,1989,CHINOOK,NA
Hand Troll Spring Fishery,1989,JACKS,NA
Hand Troll Spring Fishery,1989,SOCKEYE,NA
Hand Troll Spring Fishery,1989,COHO,NA
Hand Troll Spring Fishery,1989,PINK,NA
Hand Troll Spring Fishery,1989,CHUM,NA
Hand Troll Spring Fishery,1989,TOTAL,NA
Power Troll Total,1989,CHINOOK,NA
Power Troll Total,1989,JACKS,NA
Power Troll Total,1989,SOCKEYE,NA
Power Troll Total,1989,COHO,NA
Power Troll Total,1989,PINK,NA
Power Troll Total,1989,CHUM,NA
Power Troll Total,1989,TOTAL,NA
Power Troll Traditional,1989,CHINOOK,
Power Troll Traditional,1989,JACKS,
Power Troll Traditional,1989,SOCKEYE,
Power Troll Traditional,1989,COHO,
Power Troll Traditional,1989,PINK,
Power Troll Traditional,1989,CHUM,
Power Troll Traditional,1989,TOTAL,
Power Troll Hatchery Terminal,1989,CHINOOK,NA
Power Troll Hatchery Terminal,1989,JACKS,NA
Power Troll Hatchery Terminal,1989,SOCKEYE,NA
Power Troll Hatchery Terminal,1989,COHO,NA
Power Troll Hatchery Terminal,1989,PINK,NA
Power Troll Hatchery Terminal,1989,CHUM,NA
Power Troll Hatchery Terminal,1989,TOTAL,NA
Power Troll Spring Fishery,1989,CHINOOK,NA
Power Troll Spring Fishery,1989,JACKS,NA
Power Troll Spring Fishery,1989,SOCKEYE,NA
Power Troll Spring Fishery,1989,COHO,NA
Power Troll Spring Fishery,1989,PINK,NA
Power Troll Spring Fishery,1989,CHUM,NA
Power Troll Spring Fishery,1989,TOTAL,NA
Total Annette Island Reservation,1989,CHINOOK,564
Total Annette Island Reservation,1989,JACKS,0
Total Annette Island Reservation,1989,SOCKEYE,47766
Total Annette Island Reservation,1989,COHO,23393
Total Annette Island Reservation,1989,PINK,2054362
Total Annette Island Reservation,1989,CHUM,64933
Total Annette Island Reservation,1989,TOTAL,2191018
Annette Island Purse Seine,1989,CHINOOK,73
Annette Island Purse Seine,1989,JACKS,0
Annette Island Purse Seine,1989,SOCKEYE,14572
Annette Island Purse Seine,1989,COHO,2127
Annette Island Purse Seine,1989,PINK,1231281
Annette Island Purse Seine,1989,CHUM,12216
Annette Island Purse Seine,1989,TOTAL,1260269
Annette Island Drift Gillnet,1989,CHINOOK,369
Annette Island Drift Gillnet,1989,JACKS,0
Annette Island Drift Gillnet,1989,SOCKEYE,33194
Annette Island Drift Gillnet,1989,COHO,21266
Annette Island Drift Gillnet,1989,PINK,823081
Annette Island Drift Gillnet,1989,CHUM,52717
Annette Island Drift Gillnet,1989,TOTAL,930627
Total Annette Island Troll,1989,CHINOOK,122
Total Annette Island Troll,1989,JACKS,0
Total Annette Island Troll,1989,SOCKEYE,0
Total Annette Island Troll,1989,COHO,0
Total Annette Island Troll,1989,PINK,0
Total Annette Island Troll,1989,CHUM,0
Total Annette Island Troll,1989,TOTAL,122
Annette Island Hand Troll,1989,CHINOOK,114
Annette Island Hand Troll,1989,JACKS,0
Annette Island Hand Troll,1989,SOCKEYE,0
Annette Island Hand Troll,1989,COHO,0
Annette Island Hand Troll,1989,PINK,0
Annette Island Hand Troll,1989,CHUM,0
Annette Island Hand Troll,1989,TOTAL,114
Annette Island Power Troll,1989,CHINOOK,8
Annette Island Power Troll,1989,JACKS,0
Annette Island Power Troll,1989,SOCKEYE,0
Annette Island Power Troll,1989,COHO,0
Annette Island Power Troll,1989,PINK,0
Annette Island Power Troll,1989,CHUM,0
Annette Island Power Troll,1989,TOTAL,8
Hatchery Cost Recovery,1989,CHINOOK,19602
Hatchery Cost Recovery,1989,JACKS,78
Hatchery Cost Recovery,1989,SOCKEYE,66
Hatchery Cost Recovery,1989,COHO,18921
Hatchery Cost Recovery,1989,PINK,213371
Hatchery Cost Recovery,1989,CHUM,192527
Hatchery Cost Recovery,1989,TOTAL,444565
Miscellaneous,1989,CHINOOK,1266
Miscellaneous,1989,JACKS,9
Miscellaneous,1989,SOCKEYE,7432
Miscellaneous,1989,COHO,3083
Miscellaneous,1989,PINK,27020
Miscellaneous,1989,CHUM,2923
Miscellaneous,1989,TOTAL,41733
Southern Totals,1989,CHINOOK,69003
Southern Totals,1989,JACKS,1814
Southern Totals,1989,SOCKEYE,1127297
Southern Totals,1989,COHO,556935
Southern Totals,1989,PINK,45294226
Southern Totals,1989,CHUM,1248738
Southern Totals,1989,TOTAL,48298013
Northern Totals,1989,CHINOOK,139909
Northern Totals,1989,JACKS,2278
Northern Totals,1989,SOCKEYE,649454
Northern Totals,1989,COHO,790989
Northern Totals,1989,PINK,12380829
Northern Totals,1989,CHUM,714326
Northern Totals,1989,TOTAL,14677785
Yakutat,1989,CHINOOK,4963
Yakutat,1989,JACKS,0
Yakutat,1989,SOCKEYE,329561
Yakutat,1989,COHO,190389
Yakutat,1989,PINK,57205
Yakutat,1989,CHUM,16272
Yakutat,1989,TOTAL,598390
Region Totals,1989,CHINOOK,213875
Region Totals,1989,JACKS,4092
Region Totals,1989,SOCKEYE,2106312
Region Totals,1989,COHO,1538313
Region Totals,1989,PINK,57732260
Region Totals,1989,CHUM,1979336
Region Totals,1989,TOTAL,63574188
Total Purse Seine,1990,CHINOOK,11323
Total Purse Seine,1990,JACKS,3454
Total Purse Seine,1990,SOCKEYE,965918
Total Purse Seine,1990,COHO,372471
Total Purse Seine,1990,PINK,27915150
Total Purse Seine,1990,CHUM,1062522
Total Purse Seine,1990,TOTAL,30330838
Southern Purse Seine Total,1990,CHINOOK,10833
Southern Purse Seine Total,1990,JACKS,2237
Southern Purse Seine Total,1990,SOCKEYE,927416
Southern Purse Seine Total,1990,COHO,329089
Southern Purse Seine Total,1990,PINK,23832968
Southern Purse Seine Total,1990,CHUM,459223
Southern Purse Seine Total,1990,TOTAL,25561766
Southern Purse Seine Traditional,1990,CHINOOK,8372
Southern Purse Seine Traditional,1990,JACKS,2000
Southern Purse Seine Traditional,1990,SOCKEYE,927309
Southern Purse Seine Traditional,1990,COHO,328372
Southern Purse Seine Traditional,1990,PINK,23831432
Southern Purse Seine Traditional,1990,CHUM,444047
Southern Purse Seine Traditional,1990,TOTAL,25541532
Southern Purse Seine Hatchery Terminal,1990,CHINOOK,2461
Southern Purse Seine Hatchery Terminal,1990,JACKS,237
Southern Purse Seine Hatchery Terminal,1990,SOCKEYE,107
Southern Purse Seine Hatchery Terminal,1990,COHO,717
Southern Purse Seine Hatchery Terminal,1990,PINK,1536
Southern Purse Seine Hatchery Terminal,1990,CHUM,15176
Southern Purse Seine Hatchery Terminal,1990,TOTAL,20234
Northern Purse Seine Total,1990,CHINOOK,490
Northern Purse Seine Total,1990,JACKS,1217
Northern Purse Seine Total,1990,SOCKEYE,38502
Northern Purse Seine Total,1990,COHO,43382
Northern Purse Seine Total,1990,PINK,4082182
Northern Purse Seine Total,1990,CHUM,603299
Northern Purse Seine Total,1990,TOTAL,4769072
Northern Purse Seine Traditional,1990,CHINOOK,485
Northern Purse Seine Traditional,1990,JACKS,1043
Northern Purse Seine Traditional,1990,SOCKEYE,35015
Northern Purse Seine Traditional,1990,COHO,42609
Northern Purse Seine Traditional,1990,PINK,3874994
Northern Purse Seine Traditional,1990,CHUM,345312
Northern Purse Seine Traditional,1990,TOTAL,4299458
Northern Purse Seine Hatchery Terminal,1990,CHINOOK,5
Northern Purse Seine Hatchery Terminal,1990,JACKS,174
Northern Purse Seine Hatchery Terminal,1990,SOCKEYE,3487
Northern Purse Seine Hatchery Terminal,1990,COHO,773
Northern Purse Seine Hatchery Terminal,1990,PINK,207188
Northern Purse Seine Hatchery Terminal,1990,CHUM,257987
Northern Purse Seine Hatchery Terminal,1990,TOTAL,469614
Total Drift Gillnet,1990,CHINOOK,14693
Total Drift Gillnet,1990,JACKS,0
Total Drift Gillnet,1990,SOCKEYE,767492
Total Drift Gillnet,1990,COHO,351039
Total Drift Gillnet,1990,PINK,1168061
Total Drift Gillnet,1990,CHUM,616226
Total Drift Gillnet,1990,TOTAL,2917511
Tree Point,1990,CHINOOK,1710
Tree Point,1990,JACKS,0
Tree Point,1990,SOCKEYE,85691
Tree Point,1990,COHO,42893
Tree Point,1990,PINK,580586
Tree Point,1990,CHUM,173986
Tree Point,1990,TOTAL,884866
Prince of Wales,1990,CHINOOK,2108
Prince of Wales,1990,JACKS,0
Prince of Wales,1990,SOCKEYE,185805
Prince of Wales,1990,COHO,164235
Prince of Wales,1990,PINK,319186
Prince of Wales,1990,CHUM,73232
Prince of Wales,1990,TOTAL,744566
Stikine,1990,CHINOOK,557
Stikine,1990,JACKS,0
Stikine,1990,SOCKEYE,11574
Stikine,1990,COHO,8218
Stikine,1990,PINK,13822
Stikine,1990,CHUM,9382
Stikine,1990,TOTAL,43553
Taku-Snettisham,1990,CHINOOK,3480
Taku-Snettisham,1990,JACKS,0
Taku-Snettisham,1990,SOCKEYE,126884
Taku-Snettisham,1990,COHO,67530
Taku-Snettisham,1990,PINK,153126
Taku-Snettisham,1990,CHUM,145799
Taku-Snettisham,1990,TOTAL,496819
Lynn Canal,1990,CHINOOK,670
Lynn Canal,1990,JACKS,0
Lynn Canal,1990,SOCKEYE,357418
Lynn Canal,1990,COHO,63005
Lynn Canal,1990,PINK,101099
Lynn Canal,1990,CHUM,210510
Lynn Canal,1990,TOTAL,732702
Drift Gillnet Hatchery Terminal,1990,CHINOOK,6168
Drift Gillnet Hatchery Terminal,1990,JACKS,0
Drift Gillnet Hatchery Terminal,1990,SOCKEYE,120
Drift Gillnet Hatchery Terminal,1990,COHO,5158
Drift Gillnet Hatchery Terminal,1990,PINK,242
Drift Gillnet Hatchery Terminal,1990,CHUM,3317
Drift Gillnet Hatchery Terminal,1990,TOTAL,15005
Set Gillnet,1990,CHINOOK,663
Set Gillnet,1990,JACKS,0
Set Gillnet,1990,SOCKEYE,344606
Set Gillnet,1990,COHO,148891
Set Gillnet,1990,PINK,30840
Set Gillnet,1990,CHUM,5825
Set Gillnet,1990,TOTAL,530825
Total Troll,1990,CHINOOK,NA
Total Troll,1990,JACKS,NA
Total Troll,1990,SOCKEYE,NA
Total Troll,1990,COHO,NA
Total Troll,1990,PINK,NA
Total Troll,1990,CHUM,NA
Total Troll,1990,TOTAL,NA
Hand Troll Total,1990,CHINOOK,NA
Hand Troll Total,1990,JACKS,NA
Hand Troll Total,1990,SOCKEYE,NA
Hand Troll Total,1990,COHO,NA
Hand Troll Total,1990,PINK,NA
Hand Troll Total,1990,CHUM,NA
Hand Troll Total,1990,TOTAL,NA
Hand Troll Traditional,1990,CHINOOK,NA
Hand Troll Traditional,1990,JACKS,NA
Hand Troll Traditional,1990,SOCKEYE,NA
Hand Troll Traditional,1990,COHO,NA
Hand Troll Traditional,1990,PINK,NA
Hand Troll Traditional,1990,CHUM,NA
Hand Troll Traditional,1990,TOTAL,NA
Hand Troll Hatchery Terminal,1990,CHINOOK,NA
Hand Troll Hatchery Terminal,1990,JACKS,NA
Hand Troll Hatchery Terminal,1990,SOCKEYE,NA
Hand Troll Hatchery Terminal,1990,COHO,NA
Hand Troll Hatchery Terminal,1990,PINK,NA
Hand Troll Hatchery Terminal,1990,CHUM,NA
Hand Troll Hatchery Terminal,1990,TOTAL,NA
Hand Troll Spring Fishery,1990,CHINOOK,NA
Hand Troll Spring Fishery,1990,JACKS,NA
Hand Troll Spring Fishery,1990,SOCKEYE,NA
Hand Troll Spring Fishery,1990,COHO,NA
Hand Troll Spring Fishery,1990,PINK,NA
Hand Troll Spring Fishery,1990,CHUM,NA
Hand Troll Spring Fishery,1990,TOTAL,NA
Power Troll Total,1990,CHINOOK,NA
Power Troll Total,1990,JACKS,NA
Power Troll Total,1990,SOCKEYE,NA
Power Troll Total,1990,COHO,NA
Power Troll Total,1990,PINK,NA
Power Troll Total,1990,CHUM,NA
Power Troll Total,1990,TOTAL,NA
Power Troll Traditional,1990,CHINOOK,
Power Troll Traditional,1990,JACKS,
Power Troll Traditional,1990,SOCKEYE,
Power Troll Traditional,1990,COHO,
Power Troll Traditional,1990,PINK,
Power Troll Traditional,1990,CHUM,
Power Troll Traditional,1990,TOTAL,
Power Troll Hatchery Terminal,1990,CHINOOK,NA
Power Troll Hatchery Terminal,1990,JACKS,NA
Power Troll Hatchery Terminal,1990,SOCKEYE,NA
Power Troll Hatchery Terminal,1990,COHO,NA
Power Troll Hatchery Terminal,1990,PINK,NA
Power Troll Hatchery Terminal,1990,CHUM,NA
Power Troll Hatchery Terminal,1990,TOTAL,NA
Power Troll Spring Fishery,1990,CHINOOK,NA
Power Troll Spring Fishery,1990,JACKS,NA
Power Troll Spring Fishery,1990,SOCKEYE,NA
Power Troll Spring Fishery,1990,COHO,NA
Power Troll Spring Fishery,1990,PINK,NA
Power Troll Spring Fishery,1990,CHUM,NA
Power Troll Spring Fishery,1990,TOTAL,NA
Total Annette Island Reservation,1990,CHINOOK,1397
Total Annette Island Reservation,1990,JACKS,0
Total Annette Island Reservation,1990,SOCKEYE,51730
Total Annette Island Reservation,1990,COHO,33816
Total Annette Island Reservation,1990,PINK,1093961
Total Annette Island Reservation,1990,CHUM,83721
Total Annette Island Reservation,1990,TOTAL,1264625
Annette Island Purse Seine,1990,CHINOOK,34
Annette Island Purse Seine,1990,JACKS,0
Annette Island Purse Seine,1990,SOCKEYE,7732
Annette Island Purse Seine,1990,COHO,6863
Annette Island Purse Seine,1990,PINK,478392
Annette Island Purse Seine,1990,CHUM,8349
Annette Island Purse Seine,1990,TOTAL,501370
Annette Island Drift Gillnet,1990,CHINOOK,524
Annette Island Drift Gillnet,1990,JACKS,0
Annette Island Drift Gillnet,1990,SOCKEYE,43998
Annette Island Drift Gillnet,1990,COHO,26764
Annette Island Drift Gillnet,1990,PINK,615560
Annette Island Drift Gillnet,1990,CHUM,75372
Annette Island Drift Gillnet,1990,TOTAL,762218
Total Annette Island Troll,1990,CHINOOK,839
Total Annette Island Troll,1990,JACKS,0
Total Annette Island Troll,1990,SOCKEYE,0
Total Annette Island Troll,1990,COHO,189
Total Annette Island Troll,1990,PINK,9
Total Annette Island Troll,1990,CHUM,0
Total Annette Island Troll,1990,TOTAL,1037
Annette Island Hand Troll,1990,CHINOOK,607
Annette Island Hand Troll,1990,JACKS,0
Annette Island Hand Troll,1990,SOCKEYE,0
Annette Island Hand Troll,1990,COHO,166
Annette Island Hand Troll,1990,PINK,2
Annette Island Hand Troll,1990,CHUM,0
Annette Island Hand Troll,1990,TOTAL,775
Annette Island Power Troll,1990,CHINOOK,232
Annette Island Power Troll,1990,JACKS,0
Annette Island Power Troll,1990,SOCKEYE,0
Annette Island Power Troll,1990,COHO,23
Annette Island Power Troll,1990,PINK,7
Annette Island Power Troll,1990,CHUM,0
Annette Island Power Troll,1990,TOTAL,262
Hatchery Cost Recovery,1990,CHINOOK,26394
Hatchery Cost Recovery,1990,JACKS,298
Hatchery Cost Recovery,1990,SOCKEYE,75
Hatchery Cost Recovery,1990,COHO,125762
Hatchery Cost Recovery,1990,PINK,880750
Hatchery Cost Recovery,1990,CHUM,381645
Hatchery Cost Recovery,1990,TOTAL,1414924
Miscellaneous,1990,CHINOOK,366
Miscellaneous,1990,JACKS,24
Miscellaneous,1990,SOCKEYE,8705
Miscellaneous,1990,COHO,2421
Miscellaneous,1990,PINK,28823
Miscellaneous,1990,CHUM,4306
Miscellaneous,1990,TOTAL,44645
Southern Totals,1990,CHINOOK,79017
Southern Totals,1990,JACKS,2237
Southern Totals,1990,SOCKEYE,1274083
Southern Totals,1990,COHO,804415
Southern Totals,1990,PINK,26447976
Southern Totals,1990,CHUM,896019
Southern Totals,1990,TOTAL,29503747
Northern Totals,1990,CHINOOK,140269
Northern Totals,1990,JACKS,1539
Northern Totals,1990,SOCKEYE,529481
Northern Totals,1990,COHO,819812
Northern Totals,1990,PINK,5135101
Northern Totals,1990,CHUM,1332636
Northern Totals,1990,TOTAL,7958838
Yakutat,1990,CHINOOK,4828
Yakutat,1990,JACKS,0
Yakutat,1990,SOCKEYE,344634
Yakutat,1990,COHO,162464
Yakutat,1990,PINK,30850
Yakutat,1990,CHUM,5833
Yakutat,1990,TOTAL,548609
Region Totals,1990,CHINOOK,224114
Region Totals,1990,JACKS,3776
Region Totals,1990,SOCKEYE,2148198
Region Totals,1990,COHO,1786691
Region Totals,1990,PINK,31613927
Region Totals,1990,CHUM,2234488
Region Totals,1990,TOTAL,38011194
Total Purse Seine,1991,CHINOOK,11599
Total Purse Seine,1991,JACKS,5508
Total Purse Seine,1991,SOCKEYE,1051269
Total Purse Seine,1991,COHO,405592
Total Purse Seine,1991,PINK,58592358
Total Purse Seine,1991,CHUM,2125308
Total Purse Seine,1991,TOTAL,62191634
Southern Purse Seine Total,1991,CHINOOK,9740
Southern Purse Seine Total,1991,JACKS,2663
Southern Purse Seine Total,1991,SOCKEYE,978988
Southern Purse Seine Total,1991,COHO,299743
Southern Purse Seine Total,1991,PINK,41621708
Southern Purse Seine Total,1991,CHUM,1061907
Southern Purse Seine Total,1991,TOTAL,43974749
Southern Purse Seine Traditional,1991,CHINOOK,8532
Southern Purse Seine Traditional,1991,JACKS,2651
Southern Purse Seine Traditional,1991,SOCKEYE,978456
Southern Purse Seine Traditional,1991,COHO,296761
Southern Purse Seine Traditional,1991,PINK,41614565
Southern Purse Seine Traditional,1991,CHUM,1013729
Southern Purse Seine Traditional,1991,TOTAL,43914694
Southern Purse Seine Hatchery Terminal,1991,CHINOOK,1208
Southern Purse Seine Hatchery Terminal,1991,JACKS,12
Southern Purse Seine Hatchery Terminal,1991,SOCKEYE,532
Southern Purse Seine Hatchery Terminal,1991,COHO,2982
Southern Purse Seine Hatchery Terminal,1991,PINK,7143
Southern Purse Seine Hatchery Terminal,1991,CHUM,48178
Southern Purse Seine Hatchery Terminal,1991,TOTAL,60055
Northern Purse Seine Total,1991,CHINOOK,1859
Northern Purse Seine Total,1991,JACKS,2845
Northern Purse Seine Total,1991,SOCKEYE,72281
Northern Purse Seine Total,1991,COHO,105849
Northern Purse Seine Total,1991,PINK,16970650
Northern Purse Seine Total,1991,CHUM,1063401
Northern Purse Seine Total,1991,TOTAL,18216885
Northern Purse Seine Traditional,1991,CHINOOK,1859
Northern Purse Seine Traditional,1991,JACKS,2845
Northern Purse Seine Traditional,1991,SOCKEYE,72281
Northern Purse Seine Traditional,1991,COHO,105849
Northern Purse Seine Traditional,1991,PINK,16970650
Northern Purse Seine Traditional,1991,CHUM,1063401
Northern Purse Seine Traditional,1991,TOTAL,18216885
Northern Purse Seine Hatchery Terminal,1991,CHINOOK,0
Northern Purse Seine Hatchery Terminal,1991,JACKS,0
Northern Purse Seine Hatchery Terminal,1991,SOCKEYE,0
Northern Purse Seine Hatchery Terminal,1991,COHO,0
Northern Purse Seine Hatchery Terminal,1991,PINK,0
Northern Purse Seine Hatchery Terminal,1991,CHUM,0
Northern Purse Seine Hatchery Terminal,1991,TOTAL,0
Total Drift Gillnet,1991,CHINOOK,18457
Total Drift Gillnet,1991,JACKS,0
Total Drift Gillnet,1991,SOCKEYE,711874
Total Drift Gillnet,1991,COHO,545376
Total Drift Gillnet,1991,PINK,820409
Total Drift Gillnet,1991,CHUM,707277
Total Drift Gillnet,1991,TOTAL,2803393
Tree Point,1991,CHINOOK,2077
Tree Point,1991,JACKS,0
Tree Point,1991,SOCKEYE,131492
Tree Point,1991,COHO,70319
Tree Point,1991,PINK,600530
Tree Point,1991,CHUM,183894
Tree Point,1991,TOTAL,988312
Prince of Wales,1991,CHINOOK,2056
Prince of Wales,1991,JACKS,0
Prince of Wales,1991,SOCKEYE,144104
Prince of Wales,1991,COHO,198160
Prince of Wales,1991,PINK,133566
Prince of Wales,1991,CHUM,124630
Prince of Wales,1991,TOTAL,602516
Stikine,1991,CHINOOK,1366
Stikine,1991,JACKS,0
Stikine,1991,SOCKEYE,17987
Stikine,1991,COHO,15629
Stikine,1991,PINK,6406
Stikine,1991,CHUM,5977
Stikine,1991,TOTAL,47365
Taku-Snettisham,1991,CHINOOK,3214
Taku-Snettisham,1991,JACKS,0
Taku-Snettisham,1991,SOCKEYE,109471
Taku-Snettisham,1991,COHO,126576
Taku-Snettisham,1991,PINK,74170
Taku-Snettisham,1991,CHUM,160422
Taku-Snettisham,1991,TOTAL,473853
Lynn Canal,1991,CHINOOK,746
Lynn Canal,1991,JACKS,0
Lynn Canal,1991,SOCKEYE,308731
Lynn Canal,1991,COHO,129232
Lynn Canal,1991,PINK,5474
Lynn Canal,1991,CHUM,210547
Lynn Canal,1991,TOTAL,654730
Drift Gillnet Hatchery Terminal,1991,CHINOOK,8998
Drift Gillnet Hatchery Terminal,1991,JACKS,0
Drift Gillnet Hatchery Terminal,1991,SOCKEYE,89
Drift Gillnet Hatchery Terminal,1991,COHO,5460
Drift Gillnet Hatchery Terminal,1991,PINK,263
Drift Gillnet Hatchery Terminal,1991,CHUM,21807
Drift Gillnet Hatchery Terminal,1991,TOTAL,36617
Set Gillnet,1991,CHINOOK,1747
Set Gillnet,1991,JACKS,0
Set Gillnet,1991,SOCKEYE,229903
Set Gillnet,1991,COHO,166731
Set Gillnet,1991,PINK,3052
Set Gillnet,1991,CHUM,2984
Set Gillnet,1991,TOTAL,404417
Total Troll,1991,CHINOOK,NA
Total Troll,1991,JACKS,NA
Total Troll,1991,SOCKEYE,NA
Total Troll,1991,COHO,NA
Total Troll,1991,PINK,NA
Total Troll,1991,CHUM,NA
Total Troll,1991,TOTAL,NA
Hand Troll Total,1991,CHINOOK,NA
Hand Troll Total,1991,JACKS,NA
Hand Troll Total,1991,SOCKEYE,NA
Hand Troll Total,1991,COHO,NA
Hand Troll Total,1991,PINK,NA
